Origin,Destination,Total_Cancelled,Total,AvgAirTime,Month,Day,DayOfYear,Cancelled_Percentage,Air_Time,Cancelled
ATL,CLT,0,12,43.1666666666667,9,1,1,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,11,40.7272727272727,9,2,2,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,12,41.75,9,3,3,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,16,40.4375,9,4,4,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,16,39.8125,9,5,5,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,16,42.125,9,6,6,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,16,39.1875,9,7,7,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,15,37.1333333333333,9,8,8,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,15,39,9,9,9,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,16,38.6875,9,10,10,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,13,16,37.3333333333333,9,11,11,81,Airtime: Less than 2 hour,80% - 89%
ATL,CLT,16,16,NA,9,12,12,100,Airtime: Less than 2 hour,90% - 100%
ATL,CLT,10,16,38.3333333333333,9,13,13,62,Airtime: Less than 2 hour,60% - 79%
ATL,CLT,7,16,39.1111111111111,9,14,14,44,Airtime: Less than 2 hour,40% - 59%
ATL,CLT,3,15,38.4166666666667,9,15,15,20,Airtime: Less than 2 hour,20% - 39%
ATL,CLT,3,15,36.4166666666667,9,16,16,20,Airtime: Less than 2 hour,20% - 39%
ATL,CLT,1,16,37.8666666666667,9,17,17,6,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,3,16,40.8461538461538,9,18,18,19,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,2,16,40.8571428571429,9,19,19,12,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,2,16,43.2857142857143,9,20,20,12,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,4,16,40.8333333333333,9,21,21,25,Airtime: Less than 2 hour,20% - 39%
ATL,CLT,2,14,42,9,22,22,14,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,1,13,38.5833333333333,9,23,23,8,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,1,15,45.5714285714286,9,24,24,7,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,15,39.2,9,25,25,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,15,38.8,9,26,26,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,0,15,41.1333333333333,9,27,27,0,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,2,15,38,9,28,28,13,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,2,14,37.9166666666667,9,29,29,14,Airtime: Less than 2 hour,0% - 19%
ATL,CLT,1,14,40.8461538461538,9,30,30,7,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,0,16,74.5,9,1,31,0,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,0,13,74.2307692307692,9,2,32,0,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,0,16,75.25,9,3,33,0,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,1,18,77,9,4,34,6,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,1,18,76.4117647058823,9,5,35,6,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,1,18,77.7647058823529,9,6,36,6,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,0,17,77.1764705882353,9,7,37,0,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,1,17,78.125,9,8,38,6,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,0,17,77.1764705882353,9,9,39,0,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,1,18,80.2941176470588,9,10,40,6,Airtime: Less than 2 hour,0% - 19%
ATL,DCA,14,18,75.3333333333333,9,11,41,78,Airtime: Less than 2 hour,60% - 79%
ATL,DCA,18,18,NA,9,12,42,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,18,18,NA,9,13,43,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,18,18,NA,9,14,44,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,16,17,NA,9,15,45,94,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,17,17,NA,9,16,46,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,15,15,NA,9,17,47,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,15,15,NA,9,18,48,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,15,15,NA,9,19,49,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,14,15,NA,9,20,50,93,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,13,14,NA,9,21,51,93,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,13,13,NA,9,22,52,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,12,13,NA,9,23,53,92,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,13,13,NA,9,24,54,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,8,8,NA,9,25,55,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,8,8,NA,9,26,56,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,6,6,NA,9,27,57,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,1,1,NA,9,28,58,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,1,1,NA,9,29,59,100,Airtime: Less than 2 hour,90% - 100%
ATL,DCA,1,1,NA,9,30,60,100,Airtime: Less than 2 hour,90% - 100%
ATL,DEN,0,10,154.3,9,1,61,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,8,155.375,9,2,62,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,12,155.666666666667,9,3,63,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,1,13,154.166666666667,9,4,64,8,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,13,154.461538461538,9,5,65,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,13,156.538461538462,9,6,66,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,1,13,171,9,7,67,8,Airtime: More than 2 hours,0% - 19%
ATL,DEN,1,13,168.083333333333,9,8,68,8,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,13,163.461538461538,9,9,69,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,13,160,9,10,70,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,10,13,165.5,9,11,71,77,Airtime: More than 2 hours,60% - 79%
ATL,DEN,13,13,NA,9,12,72,100,Airtime: Less than 2 hour,90% - 100%
ATL,DEN,12,13,153,9,13,73,92,Airtime: More than 2 hours,90% - 100%
ATL,DEN,6,13,160.428571428571,9,14,74,46,Airtime: More than 2 hours,40% - 59%
ATL,DEN,5,13,159,9,15,75,38,Airtime: More than 2 hours,20% - 39%
ATL,DEN,7,13,166.333333333333,9,16,76,54,Airtime: More than 2 hours,40% - 59%
ATL,DEN,3,12,175.111111111111,9,17,77,25,Airtime: More than 2 hours,20% - 39%
ATL,DEN,2,12,163.6,9,18,78,17,Airtime: More than 2 hours,0% - 19%
ATL,DEN,1,12,168.818181818182,9,19,79,8,Airtime: More than 2 hours,0% - 19%
ATL,DEN,1,12,163.727272727273,9,20,80,8,Airtime: More than 2 hours,0% - 19%
ATL,DEN,1,12,160.909090909091,9,21,81,8,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,12,157.333333333333,9,22,82,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,2,12,160.2,9,23,83,17,Airtime: More than 2 hours,0% - 19%
ATL,DEN,1,11,156.2,9,24,84,9,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,10,160,9,25,85,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,10,157.4,9,26,86,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,10,155.3,9,27,87,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,10,160.1,9,28,88,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,11,158.818181818182,9,29,89,0,Airtime: More than 2 hours,0% - 19%
ATL,DEN,0,10,152.4,9,30,90,0,Airtime: More than 2 hours,0% - 19%
ATL,DFW,1,18,107.117647058824,9,1,91,6,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,1,20,108.736842105263,9,2,92,5,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,1,23,118.181818181818,9,3,93,4,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,26,105.692307692308,9,4,94,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,26,106.538461538462,9,5,95,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,26,105.769230769231,9,6,96,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,26,106.461538461538,9,7,97,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,1,23,107.863636363636,9,8,98,4,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,25,105.32,9,9,99,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,26,104.423076923077,9,10,100,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,21,26,107.5,9,11,101,81,Airtime: Less than 2 hour,80% - 89%
ATL,DFW,26,26,NA,9,12,102,100,Airtime: Less than 2 hour,90% - 100%
ATL,DFW,22,26,96,9,13,103,85,Airtime: Less than 2 hour,80% - 89%
ATL,DFW,9,24,98.9333333333333,9,14,104,38,Airtime: Less than 2 hour,20% - 39%
ATL,DFW,7,22,105.666666666667,9,15,105,32,Airtime: Less than 2 hour,20% - 39%
ATL,DFW,3,23,105.9,9,16,106,13,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,6,24,106.555555555556,9,17,107,25,Airtime: Less than 2 hour,20% - 39%
ATL,DFW,6,24,109.611111111111,9,18,108,25,Airtime: Less than 2 hour,20% - 39%
ATL,DFW,7,24,109.176470588235,9,19,109,29,Airtime: Less than 2 hour,20% - 39%
ATL,DFW,7,24,112.133333333333,9,20,110,29,Airtime: Less than 2 hour,20% - 39%
ATL,DFW,6,23,103.882352941176,9,21,111,26,Airtime: Less than 2 hour,20% - 39%
ATL,DFW,5,21,105,9,22,112,24,Airtime: Less than 2 hour,20% - 39%
ATL,DFW,2,20,106.611111111111,9,23,113,10,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,2,21,103.157894736842,9,24,114,10,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,2,21,105.315789473684,9,25,115,10,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,2,21,106.315789473684,9,26,116,10,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,20,102.8,9,27,117,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,20,102.4,9,28,118,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,19,101.368421052632,9,29,119,0,Airtime: Less than 2 hour,0% - 19%
ATL,DFW,0,18,98.3333333333333,9,30,120,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,16,96.8125,9,1,121,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,15,100.866666666667,9,2,122,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,20,102.85,9,3,123,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,4,22,114.611111111111,9,4,124,18,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,22,102.818181818182,9,5,125,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,22,106.636363636364,9,6,126,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,22,108.363636363636,9,7,127,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,1,17,108.5,9,8,128,6,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,19,109.947368421053,9,9,129,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,5,22,111.375,9,10,130,23,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,19,22,103,9,11,131,86,Airtime: Less than 2 hour,80% - 89%
ATL,EWR,22,22,NA,9,12,132,100,Airtime: Less than 2 hour,90% - 100%
ATL,EWR,22,22,NA,9,13,133,100,Airtime: Less than 2 hour,90% - 100%
ATL,EWR,18,22,98.25,9,14,134,82,Airtime: Less than 2 hour,80% - 89%
ATL,EWR,6,17,95.8181818181818,9,15,135,35,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,6,19,95.2307692307692,9,16,136,32,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,6,22,99.5,9,17,137,27,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,5,22,101.470588235294,9,18,138,23,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,4,22,103.555555555556,9,19,139,18,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,6,22,110.0625,9,20,140,27,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,7,22,106.333333333333,9,21,141,32,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,2,16,103.357142857143,9,22,142,12,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,2,15,98.6153846153846,9,23,143,13,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,4,17,102.615384615385,9,24,144,24,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,4,17,98,9,25,145,24,Airtime: Less than 2 hour,20% - 39%
ATL,EWR,2,15,96.4615384615385,9,26,146,13,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,2,15,100.307692307692,9,27,147,13,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,13,92.0769230769231,9,28,148,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,12,99.5833333333333,9,29,149,0,Airtime: Less than 2 hour,0% - 19%
ATL,EWR,0,13,114.769230769231,9,30,150,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,13,74.5384615384615,9,1,151,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,13,74.6153846153846,9,2,152,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,14,76.8571428571429,9,3,153,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,16,77.125,9,4,154,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,16,75.875,9,5,155,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,1,16,76.9333333333333,9,6,156,6,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,16,77.375,9,7,157,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,1,16,75.5333333333333,9,8,158,6,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,16,77.5,9,9,159,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,16,76.625,9,10,160,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,13,16,78.5,9,11,161,81,Airtime: Less than 2 hour,80% - 89%
ATL,IAD,16,16,NA,9,12,162,100,Airtime: Less than 2 hour,90% - 100%
ATL,IAD,14,16,74.5,9,13,163,88,Airtime: Less than 2 hour,80% - 89%
ATL,IAD,11,16,74.8,9,14,164,69,Airtime: Less than 2 hour,60% - 79%
ATL,IAD,7,16,73,9,15,165,44,Airtime: Less than 2 hour,40% - 59%
ATL,IAD,7,16,71.2222222222222,9,16,166,44,Airtime: Less than 2 hour,40% - 59%
ATL,IAD,7,16,71.8888888888889,9,17,167,44,Airtime: Less than 2 hour,40% - 59%
ATL,IAD,4,16,77.4166666666667,9,18,168,25,Airtime: Less than 2 hour,20% - 39%
ATL,IAD,2,16,77.8571428571429,9,19,169,12,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,2,16,84.4285714285714,9,20,170,12,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,2,16,77.5714285714286,9,21,171,12,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,2,15,75,9,22,172,13,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,1,14,74.1538461538462,9,23,173,7,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,14,84.9230769230769,9,24,174,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,14,73.3571428571429,9,25,175,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,14,73.0714285714286,9,26,176,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,14,75,9,27,177,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,14,72.7857142857143,9,28,178,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,13,76.3846153846154,9,29,179,0,Airtime: Less than 2 hour,0% - 19%
ATL,IAD,0,15,78.4,9,30,180,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,99,9,1,181,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,99,9,2,182,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,98.6666666666667,9,3,183,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,107.666666666667,9,4,184,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,102.666666666667,9,5,185,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,104.666666666667,9,6,186,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,104,9,7,187,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,102,9,8,188,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,104.666666666667,9,9,189,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,127.333333333333,9,10,190,0,Airtime: More than 2 hours,0% - 19%
ATL,JFK,3,3,NA,9,11,191,100,Airtime: Less than 2 hour,90% - 100%
ATL,JFK,3,3,NA,9,12,192,100,Airtime: Less than 2 hour,90% - 100%
ATL,JFK,3,3,NA,9,13,193,100,Airtime: Less than 2 hour,90% - 100%
ATL,JFK,3,3,NA,9,14,194,100,Airtime: Less than 2 hour,90% - 100%
ATL,JFK,0,3,95.3333333333333,9,15,195,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,97.6666666666667,9,16,196,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,98,9,17,197,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,103,9,18,198,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,100,9,19,199,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,102.333333333333,9,20,200,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,100,9,21,201,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,109.333333333333,9,22,202,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,96.3333333333333,9,23,203,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,98.6666666666667,9,24,204,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,92.3333333333333,9,25,205,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,91,9,26,206,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,92,9,27,207,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,91.6666666666667,9,28,208,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,95.3333333333333,9,29,209,0,Airtime: Less than 2 hour,0% - 19%
ATL,JFK,0,3,106.333333333333,9,30,210,0,Airtime: Less than 2 hour,0% - 19%
ATL,LAX,0,10,241.8,9,1,211,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,244.2,9,2,212,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,242.3,9,3,213,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,241.6,9,4,214,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,242.2,9,5,215,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,247.5,9,6,216,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,245.8,9,7,217,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,245.5,9,8,218,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,239.7,9,9,219,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,240.5,9,10,220,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,8,10,NA,9,11,221,80,Airtime: Less than 2 hour,80% - 89%
ATL,LAX,10,10,NA,9,12,222,100,Airtime: Less than 2 hour,90% - 100%
ATL,LAX,6,10,242.5,9,13,223,60,Airtime: More than 2 hours,60% - 79%
ATL,LAX,2,10,247.375,9,14,224,20,Airtime: More than 2 hours,20% - 39%
ATL,LAX,2,10,250.75,9,15,225,20,Airtime: More than 2 hours,20% - 39%
ATL,LAX,2,10,255,9,16,226,20,Airtime: More than 2 hours,20% - 39%
ATL,LAX,1,10,254.444444444444,9,17,227,10,Airtime: More than 2 hours,0% - 19%
ATL,LAX,1,10,246.888888888889,9,18,228,10,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,250.9,9,19,229,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,1,10,247.555555555556,9,20,230,10,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,245.1,9,21,231,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,242.3,9,22,232,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,242.5,9,23,233,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,237.3,9,24,234,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,240.5,9,25,235,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,1,10,237.222222222222,9,26,236,10,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,233,9,27,237,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,1,10,239.444444444444,9,28,238,10,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,10,233.3,9,29,239,0,Airtime: More than 2 hours,0% - 19%
ATL,LAX,0,9,235.555555555556,9,30,240,0,Airtime: More than 2 hours,0% - 19%
ATL,LGA,1,20,98.2631578947368,9,1,241,5,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,0,18,97.5,9,2,242,0,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,0,22,100.045454545455,9,3,243,0,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,2,22,106.15,9,4,244,9,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,1,22,107.666666666667,9,5,245,5,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,1,22,103.52380952381,9,6,246,5,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,0,22,105.047619047619,9,7,247,0,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,5,20,104.533333333333,9,8,248,25,Airtime: Less than 2 hour,20% - 39%
ATL,LGA,0,20,106.5,9,9,249,0,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,4,22,99.6666666666667,9,10,250,18,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,18,22,98.5,9,11,251,82,Airtime: Less than 2 hour,80% - 89%
ATL,LGA,22,22,NA,9,12,252,100,Airtime: Less than 2 hour,90% - 100%
ATL,LGA,19,22,101,9,13,253,86,Airtime: Less than 2 hour,80% - 89%
ATL,LGA,22,22,NA,9,14,254,100,Airtime: Less than 2 hour,90% - 100%
ATL,LGA,9,20,101,9,15,255,45,Airtime: Less than 2 hour,40% - 59%
ATL,LGA,5,20,100.066666666667,9,16,256,25,Airtime: Less than 2 hour,20% - 39%
ATL,LGA,8,22,99.1428571428571,9,17,257,36,Airtime: Less than 2 hour,20% - 39%
ATL,LGA,6,22,106.5,9,18,258,27,Airtime: Less than 2 hour,20% - 39%
ATL,LGA,6,21,99.6,9,19,259,29,Airtime: Less than 2 hour,20% - 39%
ATL,LGA,6,21,103.533333333333,9,20,260,29,Airtime: Less than 2 hour,20% - 39%
ATL,LGA,2,17,102.333333333333,9,21,261,12,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,2,16,101.571428571429,9,22,262,12,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,1,15,98.8571428571429,9,23,263,7,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,0,17,99.4117647058823,9,24,264,0,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,0,17,95.1764705882353,9,25,265,0,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,1,17,94,9,26,266,6,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,0,17,96.8235294117647,9,27,267,0,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,0,17,95.6470588235294,9,28,268,0,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,1,16,100.466666666667,9,29,269,6,Airtime: Less than 2 hour,0% - 19%
ATL,LGA,0,15,105.266666666667,9,30,270,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,18,80.3333333333333,9,1,271,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,16,80.1875,9,2,272,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,17,82.5294117647059,9,3,273,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,1,17,80.6875,9,4,274,6,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,1,17,83,9,5,275,6,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,17,83.9411764705882,9,6,276,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,1,17,85.875,9,7,277,6,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,18,86.3333333333333,9,8,278,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,17,82.2941176470588,9,9,279,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,17,89.9411764705882,9,10,280,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,13,17,82,9,11,281,76,Airtime: Less than 2 hour,60% - 79%
ATL,MIA,17,17,NA,9,12,282,100,Airtime: Less than 2 hour,90% - 100%
ATL,MIA,12,17,81.8,9,13,283,71,Airtime: Less than 2 hour,60% - 79%
ATL,MIA,5,16,89.4545454545455,9,14,284,31,Airtime: Less than 2 hour,20% - 39%
ATL,MIA,6,17,82.0909090909091,9,15,285,35,Airtime: Less than 2 hour,20% - 39%
ATL,MIA,4,16,79.6666666666667,9,16,286,25,Airtime: Less than 2 hour,20% - 39%
ATL,MIA,3,16,78,9,17,287,19,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,2,16,78,9,18,288,12,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,2,16,78.6428571428571,9,19,289,12,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,2,16,78.9285714285714,9,20,290,12,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,1,15,80.2142857142857,9,21,291,7,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,1,15,83.2142857142857,9,22,292,7,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,14,80.2142857142857,9,23,293,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,14,82.8571428571429,9,24,294,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,14,83.7857142857143,9,25,295,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,14,84.3571428571429,9,26,296,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,14,85.2857142857143,9,27,297,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,14,86.9285714285714,9,28,298,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,14,87.6428571428571,9,29,299,0,Airtime: Less than 2 hour,0% - 19%
ATL,MIA,0,13,82.7692307692308,9,30,300,0,Airtime: Less than 2 hour,0% - 19%
